"","region_id","household_prop","residence","country"
"1",1,0,"Rural","Togo"
"2",1,1,"Urban","Togo"
"3",2,0.86279094323002,"Rural","Togo"
"4",2,0.13720905676998,"Urban","Togo"
"5",3,0.769133833707403,"Rural","Togo"
"6",3,0.230866166292597,"Urban","Togo"
"7",4,0.718863148826194,"Rural","Togo"
"8",4,0.281136851173806,"Urban","Togo"
"9",5,0.699535811056918,"Rural","Togo"
"10",5,0.300464188943082,"Urban","Togo"
"11",6,0.794616475954605,"Rural","Togo"
"12",6,0.205383524045394,"Urban","Togo"
