"","region_id","household_prop","residence","country"
"1",1,0.902723754185931,"Rural","Liberia"
"2",1,0.0972762458140691,"Urban","Liberia"
"3",2,0.189672769836733,"Rural","Liberia"
"4",2,0.810327230163267,"Urban","Liberia"
"5",3,0.778823683865896,"Rural","Liberia"
"6",3,0.221176316134104,"Urban","Liberia"
"7",4,0.651282541196605,"Rural","Liberia"
"8",4,0.348717458803395,"Urban","Liberia"
"9",5,0.534042573778515,"Rural","Liberia"
"10",5,0.465957426221485,"Urban","Liberia"
